0,1,0.011714462923868216,22.1
0,2,0.00691204133522769,22.3
0,3,0.0037401003377276047,17.5
0,4,0.006998046622600493,16.400000000000002
0,5,0.011920239022931722,18.6
0,6,0.0073477717232886645,16.3
0,7,0.002399376699430073,8.3
0,8,0.002773320960903625,22.400000000000002
0,9,0.0076082034343962855,22.5
0,10,0.006667762625807375,21.900000000000002
0,11,0.0046358872954302376,21.0
0,12,0.005537604084763936,21.3
1,0,0.006127489313734656,51.800000000000004
1,2,0.004082526252245353,5.1000000000000005
1,3,0.009041039930732252,35.0
1,4,0.013493758330754412,30.0
1,5,0.01714564802503356,24.6
1,6,0.012445328106025945,25.0
1,7,0.0073394049836913045,26.5
1,8,0.0025767099736996295,37.5
1,9,0.003558822892648757,12.9
1,10,0.005726014157604883,23.5
1,11,0.006376712756506667,32.7
1,12,0.004620586116150744,12.200000000000001
2,0,0.0034528519026219054,35.800000000000004
2,1,0.003415824346860718,8.1
2,3,0.004505033558250547,20.8
2,4,0.008965213165944856,22.8
2,5,0.012813913712947655,19.700000000000003
2,6,0.00805452891589849,17.8
2,7,0.0030937641560928194,12.200000000000001
2,8,0.0027111807289141514,20.700000000000003
2,9,0.007439488470988755,22.1
2,10,0.007885751441044381,25.8
2,11,0.006951757186850789,35.800000000000004
2,12,0.003904664295104545,15.3
3,0,0.00409006462218904,39.300000000000004
3,1,0.006873748293177322,16.6
3,2,0.00404011713564605,16.0
3,4,0.004459997607265432,12.3
3,5,0.008506069019281555,14.0
3,6,0.003718097947149815,8.5
3,7,0.0018076062420173422,0.1
3,8,0.006649910127718885,57.1
3,9,0.011490762887268628,30.900000000000002
3,10,0.010822625904195951,31.5
3,11,0.008734710333192794,35.6
3,12,0.005488889831794636,25.8
4,0,0.007123113369283436,69.5
4,1,0.010347338487761489,22.400000000000002
4,2,0.008066752992934524,27.400000000000002
4,3,0.00449246901016664,12.600000000000001
4,5,0.004222763042022546,7.1000000000000005
4,6,8.850306414371172E-4,0.0
4,7,0.0058137900805554045,16.2
4,8,0.01076928685594558,79.5
4,9,0.015537080933433893,38.5
4,10,0.01400437491992707,42.1
4,11,0.011116596524841147,40.900000000000006
4,12,0.008126960085694477,35.2
5,0,0.010618430643227827,101.80000000000001
5,1,0.013835141875679096,27.3
5,2,0.012071243915724979,36.300000000000004
5,3,0.008954414107811679,30.900000000000002
5,4,0.004479649370824831,0.1
5,6,0.004978520031988074,0.1
5,7,0.010000070785200722,39.1
5,8,0.014877379828106439,92.30000000000001
5,9,0.01954718135033299,45.7
5,10,0.017253543414380946,47.5
5,11,0.013757494090011667,49.1
5,12,0.011097425082846894,43.1
6,0,0.00641389246061497,63.2
6,1,0.01559229273107362,29.8
6,2,0.011661321637361157,35.800000000000004
6,3,0.0070932816240244796,26.6
6,4,0.002164934305106995,2.3000000000000003
6,5,0.004696030284403238,8.0
6,7,0.004988037219391387,11.600000000000001
6,8,0.009887990807475483,75.9
6,9,0.014618710894792263,37.5
6,10,0.012596253353094194,39.5
6,11,0.009861514700632916,45.1
6,12,0.010037991764779328,40.0
7,0,0.0031498813672395224,28.400000000000002
7,1,0.01759283254944172,29.8
7,2,0.012134476709392373,36.9
7,3,0.006949314968140772,28.8
7,4,0.0049758122670075814,14.5
7,5,0.009380470821462287,15.600000000000001
7,6,0.0048910253107308675,11.4
7,8,0.004927931766885845,52.5
7,9,0.009715186063179917,27.900000000000002
7,10,0.007996906303803881,29.700000000000003
7,11,0.006570204929887181,35.0
7,12,0.01035179769656949,34.300000000000004
8,0,0.004250159722820581,41.400000000000006
8,1,0.019746607805029258,32.5
8,2,0.01336624071389252,34.9
8,3,0.008549775497347738,34.800000000000004
8,4,0.008893792354934005,23.0
8,5,0.014017904649813747,21.6
8,6,0.009764581617676495,21.3
8,7,0.004931905711289675,19.700000000000003
8,9,0.004837212521514482,15.4
8,10,0.003566893436747994,16.3
8,11,0.005112297171690023,27.400000000000002
8,12,0.011893711906111791,43.400000000000006
9,0,0.00803275860675647,61.1
9,1,0.021994336051554444,37.4
9,2,0.015145960372173714,39.400000000000006
9,3,0.011123409001040141,41.400000000000006
9,4,0.012905072297879265,29.700000000000003
9,5,0.018608279685629236,26.700000000000003
9,6,0.014596945614795563,28.900000000000002
9,7,0.009838930756075613,35.2
9,8,0.004902032455127986,60.400000000000006
9,10,0.00203758363828758,0.1
9,11,0.00672762020494468,31.8
9,12,0.01424015019841624,48.2
10,0,0.006367571942171846,52.6
10,1,0.016562620860858513,31.3
10,2,0.010797525816770171,34.7
10,3,0.008828184523667943,31.700000000000003
10,4,0.012593922127538085,29.200000000000003
10,5,0.018247286698351486,25.8
10,6,0.014048739166807265,27.5
10,7,0.009180559443984911,32.300000000000004
10,8,0.004185022317292993,53.2
10,9,8.920777037656985E-4,0.0
10,11,0.0033227344541637916,13.0
10,12,0.009424920259719891,37.7
11,0,0.005361528524903733,34.9
11,1,0.011078178954625453,22.200000000000003
11,2,0.006649730150922612,25.3
11,3,0.007538243729528895,28.0
11,4,0.012616716088308244,26.0
11,5,0.01788367287925647,25.3
11,6,0.013507403442070366,26.5
11,7,0.008542407941213352,30.0
11,8,0.0035311451663263393,46.5
11,9,0.0017887080579531685,4.3
11,10,0.0019570323300193942,7.1000000000000005
11,12,0.004674203876009112,23.700000000000003
12,0,0.0052984954850443106,33.9
12,1,0.005546572572530949,12.0
12,2,0.003360553487798987,13.3
12,3,0.007659083434485397,32.2
12,4,0.012934565346446549,28.1
12,5,0.017516656020642667,24.900000000000002
12,6,0.012972862874042803,25.6
